Series Name,"Series Code","Country Name","Country Code","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]","2023 [YR2023]","2024 [YR2024]"
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","Ireland","IRL","84.0076737757631","86.8811158408756","87.1459000285528","87.3533462958035","86.1611022949219","88.2008757922225","88.318227973516","89.26992229666","90.683408773517","90.8931906613085","92.463639353696","NA"
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","Switzerland","CHE","NA","97.0206527709961","97.0939331054688","96.8901824951172","96.9631505375797","97.0852584838867","97.1908187866211","97.2358464399196","97.9603789765694","98.0615729035049","98.1784897668191","98.1873131956611"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","United States","USA","2.11783009790057","2.52381981363968","2.94555045484053","1.81945147788167","2.45762229852507","2.96650506901305","2.58382533412825","-2.16302914036166","6.05505293244555","2.51237531986017","2.88755600749487","2.79300127716779"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","United Kingdom","GBR","1.71846961308464","3.16017351468152","2.14040560033371","2.20652020635357","3.02322219840339","1.55133095078786","1.25629899760824","-10.047896637362","8.5431118453255","5.14970388522993","0.271650048355255","1.1264226705118"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Spain","ESP","-1.42732224757626","1.52048593647231","4.06086672473866","2.91515598595787","2.89604207865007","2.39541124478878","1.96117850841711","-10.9400706350371","6.68314420473001","6.37031712129601","2.46085796805582","3.45525405630191"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Netherlands","NLD","-0.0302325600539604","1.61261001294011","2.12060523860846","2.42428572955482","2.78154619309936","2.2587403735731","2.30009157916757","-3.86795333823223","6.2768306708326","5.00723455159611","-0.598096167209832","1.08100584845663"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Germany","DEU","0.396995583779145","2.18018602168017","1.66300602334775","2.22222216259371","2.797906720551","1.13569604599849","0.977734697038784","-4.13191443239947","3.90999994204108","1.8092581243061","-0.869647578573321","-0.495851897260366"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","France","FRA","0.781756446231","0.997832947295251","1.06675474783462","0.860031075424033","2.08361485997399","1.64590872395887","2.02744646419237","-7.44064589948231","6.88233783360239","2.71676264185913","1.43921494437743","1.19046798275883"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Australia","AUS","2.65445302592404","2.60118978187332","2.16434780647852","2.75564065529868","2.29331030192918","2.87417039499501","2.19401703622717","-0.133531904304775","2.00694844335034","4.25304559238732","3.58382100798981","1.37340773365975"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Austria","AUT","-0.250726423318454","0.755798850316665","1.30352331826198","2.11721964494312","2.27224992038207","2.48422114080024","1.75497619649288","-6.31825509209936","4.92309171717903","5.33096379400371","-0.786244288594673","-0.659089573171372"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Brazil","BRA","3.0048226702888","0.503955740273241","-3.54576339347278","-3.2759169063211","1.32286905390815","1.78366676137003","1.22077782271943","-3.27675879612903","4.7626043797061","3.01669435408112","3.24165532813583","3.41931516597739"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Belgium","BEL","0.305494549070232","1.76554038149924","1.47416433731927","1.19350273007754","1.47446761556785","1.87796847383565","2.4428900448156","-4.7929839083518","6.25445686466593","3.9562379757933","1.71412195515242","1.07045413019414"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Ireland","IRL","2.1929375750029","9.38579335130922","24.6239856364006","1.22271661130947","10.1088576065965","7.68865937437435","4.97288003766816","7.15369505735335","16.2581881158197","7.51113888415304","-2.53637409313261","2.59946721553708"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Switzerland","CHE","1.79214400716117","2.34988141500179","1.64462750849488","2.06868969039562","1.36279965488859","2.86044579439036","1.14198218965691","-2.14173712008038","5.55962020605844","3.04406102969423","0.683328174376044","1.30233332541106"
Gini index,"SI.POV.GINI","United States","USA","40.9","41.7","41.5","41.3","41.4","41.8","41.9","40","39.7","41.7","41.8","41.8"
Gini index,"SI.POV.GINI","United Kingdom","GBR","32.7","33.1","33.3","33.1","32.6","33.7","32.8","32.7","32.4","NA","NA","NA"
Gini index,"SI.POV.GINI","Spain","ESP","36.2","36.1","36.2","35.8","34.7","34.7","34.3","34.9","33.9","33.6","33.4","NA"
Gini index,"SI.POV.GINI","Netherlands","NLD","28.1","28.6","28.2","28.2","28.5","28.1","29.2","26","25.7","NA","NA","NA"
Gini index,"SI.POV.GINI","Germany","DEU","31.4","30.8","31.4","31.3","31.3","31.9","32.2","32.5","33.6","33.7","NA","NA"
Gini index,"SI.POV.GINI","France","FRA","32.5","32.3","32.7","31.9","31.6","32.4","31.2","30.7","31.5","31.2","31.8","NA"
Gini index,"SI.POV.GINI","Australia","AUS","NA","34.4","NA","33.7","NA","34.3","NA","33.8","NA","NA","NA","NA"
Gini index,"SI.POV.GINI","Austria","AUT","30.8","30.5","30.5","30.8","29.7","30.8","30.2","29.8","30.7","30.9","31.2","NA"
Gini index,"SI.POV.GINI","Brazil","BRA","52.7","52.1","51.9","53.4","53.3","53.9","53.5","48.8","52.9","51.9","51.5","50.3"
Gini index,"SI.POV.GINI","Belgium","BEL","27.7","28.1","27.7","27.6","27.4","27.2","27.2","26","26.6","26.4","26.8","NA"
Gini index,"SI.POV.GINI","Ireland","IRL","33.5","31.9","31.8","32.8","31.4","30.6","30.3","29.2","29.4","29.9","29","NA"
Gini index,"SI.POV.GINI","Switzerland","CHE","32.5","32.5","32.3","33","32.7","33.1","34","33.7","33.8","33.8","NA","NA"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","United States","USA","74.971","74.352","73.844","73.56","73.25","73.175","73.125","71.64","71.375","71.78","71.866","71.592"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","United Kingdom","GBR","84.075","84.108","84.227","84.118","84.02","84.291","84.573","85.343","85.45","84.478","85.066","85.351"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Spain","ESP","82.273","81.024","80.905","81.107","79.89","80.124","79.405","78.708","78.529","78.619","78.953","78.325"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Netherlands","NLD","80.533","80.208","79.58","79.223","79.11","79.439","78.97","78.973","79.378","80.316","79.885","79.624"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Germany","DEU","74.112","74.058","73.63","74.031","74.072","73.74","74.372","72.689","73.013","72.721","73.015","73.112"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","France","FRA","76.164","77.381","77.515","77.289","76.602","76.548","76.637","75.651","77.388","77.286","77.218","77.4"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Australia","AUS","82.581","81.277","82.086","81.42","81.796","78.824","79.215","78.315","78.939","78.775","79.332","79.454"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Austria","AUT","77.013","76.676","76.79","76.749","77.229","76.643","76.606","76.765","76.768","79.946","79.741","79.589"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Brazil","BRA","81.478","82.883","83.271","83.492","83.461","83.228","83.399","80.02","80.86","82.262","82.136","82.268"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Belgium","BEL","75.745","75.737","75.022","75.054","75.717","74.824","75.138","75.472","75.313","75.994","75.902","75.264"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Ireland","IRL","81.398","80.534","80.933","80.82","81.11","81.308","81.153","80.606","81.954","83.201","82.42","82.576"
Labor force with advanced education (% of total working-age population with advanced education),"SL.TLF.ADVN.ZS","Switzerland","CHE","81.296","80.685","80.574","80.987","81.037","81.36","81.693","81.272","80.847","79.766","80.435","80.044"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United States","USA","NA","NA","91.3460311889648","92.6043090820312","90.7703323364258","90.6240310668945","90.4247589111328","90.0018997192383","90.4010391235352","NA","NA","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","United Kingdom","GBR","97.3239669799805","97.2889175415039","97.3840789794922","97.6972198486328","97.4917297363281","97.6850814819336","97.8219985961914","91.9917678833008","92.3381271362305","NA","NA","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Spain","ESP","94.1541900634766","94.714958190918","94.6510314941406","95.4447326660156","94.8786926269531","94.9009094238281","94.7023162841797","94.5676803588867","94.0092010498047","93.0252380371094","NA","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Netherlands","NLD","87.8246383666992","87.9478530883789","88.6125793457031","89.1797180175781","89.0810165405273","89.3816070556641","89.2320938110352","88.9214401245117","88.4480667114258","88.6285400390625","NA","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Germany","DEU","92.6011123657227","92.9386215209961","93.2091369628906","93.3091735839844","93.0598220825195","92.4847106933594","91.5839385986328","90.5216827392578","90.5738906860352","90.2457809448242","NA","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","France","FRA","NA","NA","NA","NA","92.3666305541992","92.1541519165039","91.5382308959961","91.9781188964844","91.2592086791992","91.0036010742188","NA","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Australia","AUS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Austria","AUT","95.4508590698242","95.0187911987305","94.5102081298828","93.7537612915039","93.3056716918945","92.8928527832031","93.13623046875","93.1524200439453","92.7644729614258","92.1629409790039","NA","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Brazil","BRA","93.7622909545898","93.4343032836914","96.0512619018555","96.6319885253906","97.5223693847656","96.9330520629883","97.0306930541992","96.2684478759766","94.9770431518555","95.2666473388672","NA","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Belgium","BEL","94.4083862304688","95.1755676269531","94.9603424072266","94.4400863647461","94.8713226318359","94.5508499145508","94.6488876342773","94.8558807373047","95.2352981567383","95.4406433105469","NA","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Ireland","IRL","94.1724700927734","93.7669219970703","93.1129302978516","92.5962982177734","94.729621887207","94.7925415039062","93.8270568847656","92.8661117553711","100","NA","NA","NA"
"Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","Switzerland","CHE","90.9665985107422","90.0399398803711","89.7573165893555","89.4042816162109","NA","NA","NA","NA","NA","NA","NA","NA"
,"","","","","","","","","","","","","","",""
,"","","","","","","","","","","","","","",""
,"","","","","","","","","","","","","","",""
Data from database: World Development Indicators,"","","","","","","","","","","","","","",""
Last Updated: 04/08/2026,"","","","","","","","","","","","","","",""
